"MS.Zoning","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Exterior.1st","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Fence","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RM",6000,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","SLvl",5,5,1967,1967,"Hip","HdBoard","None",0,"Gd","TA","CBlock","Gd",624,"Ex","Y","SBrkr",1656,0,0,1,1,3,1,"TA",7,"ATyp",1,"Po","Attchd",1,288,"Y",0,180,0,0,100,0,"MnPrv",0,7,2008,"WD ","Normal",126000
"RM",7392,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",5,7,1930,1995,"Gable","Wood","None",0,"TA","TA","BrkTil","TA",520,"TA","Y","FuseA",912,0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",1,360,"Y",0,90,0,0,0,0,"NP",0,5,2008,"WD ","Normal",99500
"RM",9000,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1.5Fin",5,5,1958,1958,"Gable","Wood","Brick",162,"TA","TA","CBlock","TA",1151,"Gd","Y","FuseA",1955,0,0,2,0,4,1,"TA",7,"Typ",0,"NP","Attchd",1,356,"Y",0,0,0,0,0,0,"NP",0,1,2008,"WD ","Normal",165500
"RM",5587,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",8,5,2008,2008,"Hip","CemntBd","Stone",186,"Ex","TA","PConc","Ex",1600,"Ex","Y","SBrkr",1652,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2,482,"Y",162,53,0,153,0,0,"NP",0,11,2008,"New","Partial",392500
"RM",3843,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",8,5,2007,2008,"Hip","CemntBd","Stone",186,"Ex","TA","PConc","Ex",1596,"Ex","Y","SBrkr",1648,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2,525,"Y",162,53,0,153,0,0,"NP",0,8,2008,"New","Partial",294464
"RM",3811,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",7,5,2004,2005,"Hip","CemntBd","Stone",174,"Gd","TA","PConc","Ex",1594,"Ex","Y","SBrkr",1646,1,1,2,0,2,1,"Ex",5,"Typ",1,"Gd","Attchd",2,482,"Y",128,53,0,0,155,0,"NP",0,7,2008,"WD ","Normal",250000
"RM",3842,"NP","Irreg","NonLvl","Inside","Sloped","Crawfor","Norm","townhouse","1Story",8,5,2004,2005,"Hip","CemntBd","Stone",174,"Gd","TA","PConc","Ex",1594,"Ex","Y","SBrkr",1646,1,1,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2,482,"Y",128,53,0,0,155,0,"NP",0,1,2008,"WD ","Normal",275000
"RL",23730,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",7,5,1996,1997,"Gable","MetalSd","Brick",668,"Gd","TA","PConc","Ex",1840,"Ex","Y","SBrkr",2032,1,0,3,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",3,786,"Y",0,46,192,0,0,0,"NP",0,9,2008,"WD ","Normal",300000
"RL",13265,"NP","Irreg","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CemntBd","Brick",148,"Gd","TA","PConc","Gd",1568,"Ex","Y","SBrkr",1689,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",3,857,"Y",150,59,0,0,0,0,"NP",0,7,2008,"WD ","Normal",271000
"RL",11050,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","2Story",7,5,1996,1997,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",910,"Ex","Y","SBrkr",1820,0,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",3,816,"Y",318,32,0,0,0,0,"NP",0,9,2008,"WD ","Normal",213000
"RL",9880,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SLvl",6,6,1977,1977,"Gable","Plywood","None",0,"TA","TA","CBlock","TA",1096,"TA","Y","SBrkr",1118,1,0,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1,358,"Y",203,0,0,0,0,576,"GdPrv",0,7,2008,"WD ","Normal",171000
"RL",10125,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",6,6,1977,1977,"Gable","Plywood","None",0,"TA","TA","CBlock","TA",1196,"TA","Y","SBrkr",1279,0,1,2,0,3,1,"TA",6,"Typ",2,"TA","Detchd",2,473,"Y",238,83,0,0,0,0,"MnPrv",0,2,2008,"WD ","Normal",171500
"RL",10260,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","multifam","2Story",5,4,1976,1976,"Gable","Plywood","None",0,"TA","TA","CBlock","NP",0,"TA","Y","SBrkr",1872,0,0,2,2,4,2,"TA",8,"Typ",0,"NP","Attchd",2,484,"Y",0,0,0,0,0,0,"NP",0,11,2008,"WD ","Abnorml",100000
"RL",9990,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",4,5,1991,1991,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",1680,"Gd","Y","SBrkr",1689,1,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,432,"Y",428,120,0,0,0,0,"NP",0,7,2008,"WD ","Normal",228500
"RL",164660,"NP","Irreg","NonLvl","Corner","Sloped","Other","Norm","multifam","1.5Fin",5,6,1965,1965,"Gable","Plywood","None",0,"TA","TA","CBlock","TA",1499,"Ex","Y","SBrkr",1786,2,0,2,0,3,1,"TA",7,"Typ",2,"Gd","Attchd",2,529,"Y",670,0,0,0,0,0,"NP",700,8,2008,"WD ","Normal",228950
"RL",4084,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",7,6,1986,1986,"Gable","VinylSd","Brick",340,"Gd","TA","CBlock","Gd",1277,"Gd","Y","SBrkr",1501,1,0,2,0,2,1,"Gd",6,"Typ",1,"TA","Attchd",2,512,"Y",240,0,0,0,0,0,"NP",0,7,2008,"WD ","Normal",241500
"RL",11563,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2006,2007,"Hip","VinylSd","Stone",258,"Gd","TA","PConc","Ex",1518,"Ex","Y","SBrkr",1537,1,0,2,0,3,1,"Gd",8,"Typ",0,"NP","Attchd",3,788,"Y",0,26,0,0,0,0,"NP",0,4,2008,"WD ","Normal",294000
"RL",9520,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2007,2008,"Gable","VinylSd","Stone",338,"Gd","TA","PConc","Gd",1638,"Ex","Y","SBrkr",1646,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,800,"Y",192,44,0,0,0,0,"NP",0,4,2008,"New","Partial",293077
"RL",12852,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","2Story",8,5,2007,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",920,"Ex","Y","SBrkr",1780,1,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2,612,"Y",0,192,0,0,0,0,"NP",0,1,2008,"New","Partial",264966
"RL",9802,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","SLvl",5,5,2006,2007,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",352,"Gd","Y","SBrkr",1442,0,0,2,1,3,1,"TA",6,"Typ",0,"NP","BuiltIn",2,400,"Y",100,0,0,0,0,0,"NP",0,4,2008,"WD ","Normal",172500
"RL",12018,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","2Story",7,5,2008,2008,"Gable","VinylSd","Stone",60,"Gd","TA","PConc","Gd",796,"Ex","Y","SBrkr",1612,0,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",3,666,"Y",0,64,0,0,0,0,"NP",0,10,2008,"New","Partial",218689
"RL",12890,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",6,5,1989,1989,"Gable","Wood","Brick",128,"TA","TA","CBlock","Gd",1495,"Ex","Y","SBrkr",1495,0,0,2,0,3,1,"TA",8,"Typ",1,"TA","Attchd",2,438,"Y",252,0,192,0,0,0,"NP",0,7,2008,"WD ","Normal",150000
"RL",12416,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",6,5,1986,1986,"Gable","VinylSd","Stone",132,"TA","TA","CBlock","Gd",1606,"TA","Y","SBrkr",1651,1,0,2,0,3,1,"TA",7,"ATyp",1,"TA","Attchd",2,616,"Y",192,0,0,0,0,0,"NP",0,11,2008,"WD ","Normal",184000
"RL",18265,"NP","Reg","Lvl","Corner","Gtl","Other","Norm","1Fam","1Story",6,5,1986,1986,"Gable","Plywood","Brick",228,"Gd","Gd","CBlock","Gd",1256,"Ex","Y","SBrkr",1256,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,578,"Y",282,0,0,0,0,0,"NP",0,3,2008,"WD ","Normal",180000
"RL",10200,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","HdBoard","Brick",219,"Gd","TA","CBlock","Gd",1461,"Ex","Y","SBrkr",1509,1,0,2,0,3,1,"Gd",5,"Typ",1,"TA","Attchd",2,600,"Y",224,0,0,0,0,0,"NP",0,8,2008,"WD ","Abnorml",175000
"RL",11202,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2003,2003,"Hip","VinylSd","Brick",206,"Gd","TA","PConc","Ex",1432,"Ex","Y","SBrkr",1440,1,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,467,"Y",185,95,0,0,0,0,"NP",0,6,2008,"WD ","Normal",232500
"RL",7915,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",6,5,1999,2000,"Hip","VinylSd","None",0,"Gd","TA","PConc","Ex",1666,"Ex","Y","SBrkr",1675,1,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,435,"Y",165,52,0,0,0,0,"NP",0,12,2008,"WD ","Normal",195000
"RL",12244,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",8,5,2003,2003,"Hip","VinylSd","Stone",226,"Gd","TA","PConc","Gd",1482,"Ex","Y","SBrkr",2262,1,0,2,1,4,1,"Gd",10,"Typ",2,"Gd","Attchd",3,749,"Y",168,0,0,0,0,0,"NP",0,8,2008,"WD ","Normal",305000
"RL",11449,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1884,"Ex","Y","SBrkr",1728,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2,520,"Y",0,276,0,0,0,0,"NP",0,1,2008,"WD ","Normal",298751
"RL",11447,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2005,2006,"Gable","VinylSd","Brick",674,"Gd","TA","PConc","Ex",1964,"Ex","Y","SBrkr",1964,1,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",3,892,"Y",0,265,0,0,0,0,"NP",0,6,2008,"WD ","Normal",370000
"RL",9278,"NP","Reg","Lvl","FR","Gtl","Mitchel","Street","1Fam","1Story",5,5,2007,2008,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",1092,"Ex","Y","SBrkr",1092,0,0,1,0,2,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",0,52,0,0,0,0,"NP",0,2,2008,"WD ","Abnorml",146000
"RM",4500,"NP","Reg","Lvl","FR","Gtl","Mitchel","Norm","townhouse","1Story",6,5,1997,1997,"Hip","VinylSd","Brick",197,"TA","TA","PConc","Ex",1189,"Ex","Y","SBrkr",1189,1,0,2,0,2,1,"TA",4,"Typ",0,"NP","Attchd",2,392,"Y",0,122,0,0,0,0,"NP",0,4,2008,"WD ","Normal",160500
"RL",14137,"NP","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer",4,5,1964,1964,"Gable","HdBoard","Brick",98,"TA","TA","CBlock","Gd",1200,"Gd","Y","SBrkr",1200,1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Other",3,850,"Y",0,119,0,0,171,0,"NP",0,11,2008,"Contract","Normal",173000
"RM",4224,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",5,6,1975,1975,"Gable","CemntBd","None",0,"TA","TA","PConc","Gd",1040,"Gd","Y","SBrkr",1040,0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,499,"Y",0,100,0,0,0,0,"NP",0,6,2008,"WD ","Normal",124000
"RM",2665,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",5,6,1976,1976,"Gable","CemntBd","None",0,"TA","TA","PConc","Gd",264,"TA","Y","SBrkr",1304,0,0,1,1,3,1,"TA",4,"Typ",1,"Gd","BuiltIn",1,336,"Y",141,24,0,0,0,0,"NP",0,6,2008,"WD ","Normal",115000
"RM",2665,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",5,7,1976,1976,"Gable","CemntBd","None",0,"TA","TA","PConc","Gd",550,"TA","Y","SBrkr",1475,0,0,2,0,4,1,"TA",6,"Typ",1,"TA","Attchd",1,336,"Y",92,26,0,0,0,0,"NP",0,5,2008,"WD ","Normal",129500
"RM",1974,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SFoyer",4,7,1973,2006,"Gable","CemntBd","None",0,"TA","Gd","CBlock","Gd",526,"Gd","Y","SBrkr",988,1,0,1,0,2,1,"TA",5,"Typ",0,"NP","BuiltIn",1,297,"Y",120,101,0,0,0,0,"NP",0,6,2008,"WD ","Normal",105000
"RM",1596,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SLvl",4,6,1973,1973,"Gable","CemntBd","None",0,"TA","TA","CBlock","Gd",462,"TA","Y","SBrkr",988,1,0,1,0,1,1,"TA",4,"Typ",1,"Po","BuiltIn",1,297,"Y",0,101,0,120,0,0,"GdWo",0,7,2008,"WD ","Normal",94900
"RL",17979,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1968,1968,"Gable","Plywood","None",0,"TA","Gd","CBlock","TA",1113,"Ex","Y","SBrkr",1160,1,0,1,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",1,257,"Y",81,0,0,0,0,0,"GdWo",500,2,2008,"WD ","Normal",152500
"RM",1477,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",6,9,1970,2007,"Gable","CemntBd","None",0,"TA","Gd","CBlock","TA",546,"Ex","Y","SBrkr",1092,0,0,2,1,3,1,"TA",6,"Typ",0,"NP","NP",0,0,"Y",187,0,0,0,0,0,"NP",0,3,2008,"WD ","Normal",98000
"RM",1890,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SFoyer",4,7,1972,1972,"Gable","CemntBd","None",0,"TA","Gd","CBlock","Gd",630,"Gd","Y","SBrkr",630,1,0,1,0,1,1,"TA",3,"Typ",0,"NP","NP",0,0,"Y",88,0,0,0,0,0,"NP",0,6,2008,"WD ","Normal",81000
"RL",21750,"NP","Reg","NonLvl","Inside","Sloped","Mitchel","Street","1Fam","1Story",5,5,1954,1954,"Hip","HdBoard","None",0,"TA","TA","CBlock","TA",988,"Ex","Y","FuseA",988,0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",2,520,"N",0,0,0,0,0,0,"NP",0,2,2008,"WD ","Normal",113000
"RL",6490,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1983,1983,"Gable","VinylSd","None",0,"TA","Gd","CBlock","TA",816,"Ex","Y","SBrkr",816,0,1,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,264,"Y",315,0,0,0,0,0,"GdWo",0,4,2008,"WD ","Normal",128500
"RL",6951,"NP","Irreg","Lvl","CulDSac","Gtl","Mitchel","Norm","1Fam","1Story",5,5,1984,1985,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",876,"TA","Y","SBrkr",923,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,264,"Y",362,0,0,0,0,0,"MnPrv",0,10,2008,"WD ","Normal",119500
"RL",6600,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","VinylSd","None",0,"Gd","Gd","CBlock","TA",816,"Ex","Y","SBrkr",816,0,1,1,0,3,1,"Gd",5,"Typ",1,"Gd","Attchd",1,264,"Y",0,0,0,0,0,0,"MnPrv",0,10,2008,"WD ","Normal",130500
"RL",6600,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,8,1982,2003,"Gable","HdBoard","None",0,"TA","Gd","PConc","TA",816,"Ex","Y","SBrkr",816,1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",2,816,"Y",0,0,0,0,0,0,"NP",0,6,2008,"WD ","Normal",138000
"RL",6600,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1982,2005,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",845,"Gd","Y","SBrkr",845,0,0,1,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",1,264,"Y",0,0,0,0,0,0,"NP",0,7,2008,"WD ","Normal",134500
"RL",12508,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1.5Fin",6,7,1940,1985,"Gable","VinylSd","None",0,"TA","TA","CBlock","Gd",983,"Ex","Y","SBrkr",1750,1,0,2,0,4,1,"TA",7,"ATyp",0,"NP","Attchd",1,423,"Y",245,0,156,0,0,0,"NP",1300,7,2008,"WD ","Normal",160000
"RL",12395,"NP","Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1984,1984,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",864,"TA","Y","SBrkr",889,0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,484,"Y",0,0,0,0,0,0,"NP",0,4,2008,"WD ","Normal",137500
"RL",11075,"NP","Irreg","Lvl","Inside","Sloped","Mitchel","Norm","1Fam","2Story",5,4,1969,1969,"Gable","HdBoard","Brick",232,"TA","TA","CBlock","TA",784,"Ex","Y","SBrkr",1968,0,1,2,1,4,1,"TA",7,"ATyp",1,"Po","Attchd",2,530,"Y",305,189,0,0,0,0,"MnPrv",400,9,2008,"WD ","Normal",172000
"RL",10667,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,6,1971,1971,"Gable","MetalSd","Brick",302,"TA","TA","CBlock","TA",1587,"TA","Y","SBrkr",1587,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",2,525,"Y",0,44,0,0,0,0,"NP",0,3,2007,"WD ","Normal",167300
"RL",13651,"NP","Irreg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,6,1973,1973,"Gable","Plywood","Brick",1115,"TA","Gd","CBlock","Gd",2223,"Ex","Y","SBrkr",2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",2,516,"Y",300,0,0,0,0,0,"NP",0,2,2007,"WD ","Normal",244000
"RL",12394,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",847,"Ex","Y","SBrkr",1733,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","BuiltIn",2,433,"Y",100,48,0,0,0,0,"NP",0,10,2007,"WD ","Family",225000
"RL",10364,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","MetalSd","None",0,"TA","TA","PConc","Gd",806,"Gd","Y","SBrkr",1572,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2,373,"Y",0,40,0,0,0,0,"NP",0,5,2007,"WD ","Normal",168000
"RL",13869,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,6,1997,1997,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",794,"Gd","Y","SBrkr",1470,0,1,2,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,388,"Y",0,75,0,0,0,0,"NP",0,7,2007,"WD ","Normal",177000
"RL",8773,"NP","Irreg","NonLvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",916,"Gd","Y","SBrkr",1600,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,460,"Y",100,38,0,0,0,0,"NP",0,8,2007,"WD ","Normal",169000
"RL",8872,"NP","Irreg","NonLvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",6,5,1997,1997,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",384,"Gd","Y","SBrkr",1384,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2,390,"Y",0,0,0,0,0,0,"NP",0,3,2007,"WD ","Normal",161500
"RL",5330,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,2000,2000,"Gable","CemntBd","None",0,"Gd","TA","PConc","Gd",1494,"Ex","Y","SBrkr",1652,1,0,2,0,2,1,"Ex",6,"Typ",0,"NP","Attchd",2,499,"Y",96,48,0,0,0,0,"NP",0,8,2007,"WD ","Normal",251000
"RL",10147,"NP","Irreg","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","SLvl",6,5,1994,1994,"Gable","HdBoard","Brick",32,"TA","TA","PConc","Gd",392,"Gd","Y","SBrkr",1694,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2,398,"Y",256,64,0,0,0,0,"MnPrv",0,3,2007,"WD ","Normal",160000
"RL",8637,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1999,2000,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",923,"Gd","Y","SBrkr",1714,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,451,"Y",256,48,0,0,0,0,"NP",0,4,2007,"WD ","Abnorml",180000
"RL",7875,"NP","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1996,1996,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",691,"Gd","Y","SBrkr",1553,0,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,420,"Y",0,44,0,0,0,0,"NP",0,8,2007,"WD ","Normal",178750
"RL",7875,"NP","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",7,5,1995,1996,"Gable","HdBoard","Brick",38,"TA","TA","PConc","Gd",1237,"Gd","Y","SBrkr",1253,0,0,2,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,402,"Y",220,21,0,0,0,0,"NP",0,6,2007,"WD ","Normal",176000
"RL",7500,"NP","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1999,2003,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",938,"Ex","Y","SBrkr",2299,0,0,3,1,5,1,"TA",7,"Typ",1,"TA","Attchd",2,482,"Y",188,30,0,0,0,0,"NP",0,8,2007,"WD ","Normal",204000
"RL",9556,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","1Story",7,5,1992,1993,"Gable","HdBoard","Brick",52,"TA","TA","PConc","Gd",1168,"Gd","Y","SBrkr",1187,0,0,2,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,420,"Y",0,21,0,0,0,0,"NP",0,8,2007,"WD ","Normal",160000
"RL",10784,"NP","Irreg","Lvl","FR","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,1991,1992,"Gable","HdBoard","Brick",76,"Gd","TA","PConc","Gd",384,"Gd","Y","SBrkr",1472,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,402,"Y",164,0,0,0,0,0,"NP",0,5,2007,"WD ","Normal",160000
"RL",9125,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,1992,1992,"Gable","HdBoard","Brick",170,"TA","TA","PConc","Gd",384,"Gd","Y","SBrkr",1482,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,392,"Y",100,25,0,0,0,0,"NP",0,7,2007,"WD ","Normal",163900
"RL",7655,"NP","Irreg","Lvl","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1993,1994,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",903,"Gd","Y","SBrkr",1642,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,392,"Y",290,84,0,0,0,0,"NP",0,7,2007,"WD ","Normal",168000
"RL",3696,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1986,1986,"Gable","HdBoard","None",0,"Gd","TA","CBlock","Gd",1074,"Ex","Y","SBrkr",1088,0,0,1,1,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,461,"Y",0,74,137,0,0,0,"NP",0,10,2007,"WD ","Normal",170000
"RL",5062,"NP","Irreg","Lvl","CulDSac","Gtl","Other","Norm","townhouse","2Story",7,5,1984,1984,"Gable","HdBoard","None",0,"Gd","TA","CBlock","Gd",1190,"Gd","Y","SBrkr",2090,1,0,2,0,3,1,"Gd",6,"ATyp",1,"TA","Attchd",2,577,"Y",219,0,0,0,0,0,"NP",0,9,2007,"WD ","Normal",207500
"RL",4740,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1988,1988,"Gable","CemntBd","None",0,"Gd","TA","CBlock","Gd",1166,"Gd","Y","SBrkr",1179,1,0,2,0,2,1,"TA",5,"Typ",0,"NP","Attchd",2,480,"Y",0,108,0,0,135,0,"NP",0,10,2007,"WD ","Normal",182000
"RL",5118,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1990,1990,"Gable","CemntBd","None",0,"Gd","TA","PConc","Gd",1312,"Gd","Y","SBrkr",1321,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",2,484,"Y",0,64,140,0,0,0,"NP",0,8,2007,"WD ","Normal",212000
"RL",14157,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","1Story",9,5,2005,2006,"Hip","VinylSd","Stone",200,"Gd","TA","PConc","Ex",1922,"Ex","Y","SBrkr",1922,1,0,2,0,3,1,"Gd",8,"Typ",1,"Gd","Attchd",3,676,"Y",178,51,0,0,0,0,"NP",0,7,2007,"WD ","Normal",377426
