"MS.Zoning","Lot.Area","Street","Alley","Lot.Shape","Land.Contour","Utilities","Lot.Config","Land.Slope","Neighborhood","Condition.1","Condition.2","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Remod.Add","Roof.Style","Roof.Matl","Exterior.1st","Mas.Vnr.Type","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating","Heating.QC","Central.Air","Electrical","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.QC","Fence","Misc.Feature","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",13700,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1988,"Gable","CompShg","VinylSd","Stone","TA","TA","CBlock","TA",864,"GasA","TA","Y","SBrkr",0,0,1,2,4,1,"Gd",8,"Typ",2,"Gd","Attchd",2,492,"Y",60,84,0,0,273,"NP","GdPrv","NP",0,5,2008,"WD ","Normal",201800
"RL",10197,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1961,"Gable","CompShg","WdShing","BrkCmn","TA","TA","CBlock","TA",1362,"GasA","TA","Y","SBrkr",1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",2,504,"Y",0,20,0,0,0,"NP","NP","NP",0,6,2008,"COD","Normal",163000
"RL",7875,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,"Gable","CompShg","VinylSd","BrkFace","TA","TA","CBlock","TA",1144,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,456,"Y",0,0,0,0,0,"NP","GdWo","NP",0,9,2008,"WD ","Normal",139950
"RL",8400,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,9,2005,"Gable","CompShg","Wd Sdng","BrkFace","Gd","Gd","CBlock","TA",1319,"GasA","TA","Y","SBrkr",1,0,1,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2,462,"Y",0,36,0,0,0,"NP","GdPrv","NP",0,7,2008,"COD","Abnorml",174000
"RL",9150,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,1962,"Gable","Tar&Grv","Plywood","BrkFace","TA","TA","CBlock","Gd",1099,"GasA","Gd","Y","SBrkr",0,1,1,0,3,1,"TA",6,"Typ",1,"Gd","Basment",1,296,"Y",64,110,0,0,0,"NP","NP","NP",0,12,2008,"WD ","Normal",165000
"RL",14670,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,7,1999,"Gable","CompShg","VinylSd","BrkFace","Gd","Gd","CBlock","TA",1104,"GasA","Ex","Y","SBrkr",0,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",2,480,"Y",0,230,0,0,0,"NP","MnPrv","NP",0,8,2008,"WD ","Normal",227000
"RL",7390,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1955,"Hip","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","TA",1098,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,260,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2008,"WD ","Normal",135000
"RL",9204,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1963,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",1144,"GasA","TA","Y","SBrkr",1,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",1,336,"Y",0,88,0,0,0,"NP","NP","NP",0,8,2008,"COD","Normal",124000
"RL",7763,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1980,"Gable","CompShg","MetalSd","None","TA","Gd","CBlock","TA",931,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",0,"NP","Detchd",2,506,"Y",0,0,0,0,0,"NP","NP","NP",0,10,2008,"WD ","Normal",140000
"RL",8856,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,4,1957,"Gable","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","TA",1176,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",1,292,"Y",0,88,0,0,95,"NP","NP","NP",0,5,2008,"WD ","Normal",136500
"RL",9840,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1998,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",1248,"GasA","TA","Y","SBrkr",1,0,2,0,2,1,"Gd",7,"Typ",0,"NP","Attchd",1,480,"Y",150,0,0,0,256,"NP","NP","NP",0,6,2008,"WD ","Normal",185000
"RL",9120,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,"Hip","CompShg","MetalSd","None","TA","TA","CBlock","TA",1261,"GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",2,433,"Y",0,0,0,0,288,"NP","NP","Shed",1400,11,2008,"WD ","Normal",163000
"RL",13200,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,"Gable","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","TA",1395,"GasA","Ex","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",1,"TA","Attchd",2,441,"Y",490,0,0,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",166800
"RL",9000,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,"Gable","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","Gd",1196,"GasA","Gd","Y","FuseA",1,0,1,0,2,1,"TA",6,"Typ",1,"Gd","Attchd",1,297,"Y",0,44,0,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",139000
"RL",11900,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",1392,"GasA","TA","Y","FuseA",1,0,1,1,3,1,"TA",6,"Typ",2,"Gd","Attchd",2,458,"Y",0,0,0,0,192,"NP","NP","NP",0,6,2008,"WD ","Normal",166000
"RL",9464,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,"Hip","CompShg","MetalSd","BrkFace","TA","Gd","CBlock","TA",1080,"GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,288,"Y",0,0,0,0,130,"NP","NP","NP",0,6,2008,"WD ","Normal",136000
"RL",10425,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1958,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",1104,"GasA","Gd","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,384,"Y",0,0,0,0,0,"NP","NP","NP",0,4,2008,"WD ","Normal",133000
"RL",11556,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,"Gable","CompShg","MetalSd","Stone","TA","TA","CBlock","TA",720,"GasA","Ex","Y","FuseA",1,0,1,0,2,1,"Gd",4,"Typ",0,"NP","Attchd",1,240,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,5,2008,"WD ","Normal",116000
"RL",9373,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1953,"Gable","CompShg","MetalSd","BrkFace","TA","TA","CBlock","TA",1152,"GasA","TA","Y","SBrkr",0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",2,636,"Y",0,0,0,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",137500
"RL",12774,"Pave","NP","Reg","Lvl","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,"Hip","CompShg","MetalSd","None","TA","TA","PConc","TA",984,"GasW","TA","N","SBrkr",0,0,1,0,2,1,"TA",5,"Typ",0,"NP","Detchd",2,400,"Y",0,32,0,0,0,"NP","GdWo","NP",0,7,2008,"WD ","Normal",130000
"RL",14250,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1957,"Gable","CompShg","Plywood","BrkFace","TA","TA","CBlock","TA",998,"GasA","TA","Y","SBrkr",0,0,2,0,3,1,"TA",6,"Typ",2,"Gd","Attchd",2,540,"Y",0,40,0,0,0,"NP","NP","Shed",1500,9,2008,"WD ","Normal",180000
"RL",7350,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",952,"GasA","TA","Y","SBrkr",1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",2,840,"Y",0,0,0,0,0,"NP","NP","NP",0,6,2008,"COD","Abnorml",139000
"RL",7677,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,"Gable","CompShg","VinylSd","None","TA","TA","CBlock","TA",773,"GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,240,"Y",0,0,0,0,0,"NP","NP","NP",0,4,2008,"WD ","Abnorml",110000
"RL",8838,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1982,"Gable","CompShg","MetalSd","None","TA","TA","BrkTil","NP",0,"GasA","Gd","Y","SBrkr",0,0,2,1,4,1,"TA",7,"Maj2",1,"TA","Attchd",1,301,"Y",0,72,0,0,0,"NP","NP","NP",0,10,2008,"WD ","Normal",100000
"RL",8480,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,5,1950,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",832,"GasA","TA","Y","SBrkr",0,0,1,0,2,1,"TA",6,"Typ",0,"NP","Detchd",1,336,"Y",158,0,102,0,0,"NP","NP","NP",0,10,2008,"COD","Abnorml",118500
"RL",12436,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1957,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",1824,"GasA","Fa","Y","FuseA",0,0,2,0,5,2,"TA",9,"Typ",0,"NP","Detchd",2,484,"Y",0,0,0,0,0,"NP","NP","NP",0,1,2008,"WD ","Normal",146000
"RL",10122,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1950,"Gable","CompShg","MetalSd","None","TA","TA","Slab","NP",0,"GasA","TA","N","SBrkr",0,0,1,0,1,1,"TA",3,"Typ",0,"NP","Detchd",1,390,"N",0,0,66,0,0,"NP","GdPrv","NP",0,8,2008,"WD ","Normal",89900
"RL",7506,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,8,1950,"Gable","CompShg","VinylSd","None","TA","Gd","PConc","TA",747,"GasA","TA","Y","SBrkr",0,0,1,0,3,1,"TA",5,"Typ",0,"NP","Detchd",1,288,"N",84,0,96,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",114000
"RL",10930,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",5,6,1950,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",913,"GasA","TA","Y","FuseA",1,0,1,1,3,1,"TA",6,"Typ",1,"TA","Attchd",1,288,"Y",0,0,0,0,0,"NP","NP","NP",0,4,2008,"WD ","Normal",140000
"RL",5400,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,2005,"Gambrel","CompShg","VinylSd","None","Gd","TA","PConc","TA",672,"GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,308,"N",88,108,0,0,0,"NP","NP","NP",0,7,2008,"WD ","Normal",86900
"RL",10836,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,5,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","BrkTil","TA",892,"GasA","Ex","Y","SBrkr",0,1,1,0,3,1,"TA",7,"Typ",1,"Gd","Detchd",4,1488,"N",0,0,100,0,0,"NP","GdWo","NP",0,6,2008,"WD ","Normal",139000
"RL",10800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","2Story",4,7,2000,"Gable","CompShg","MetalSd","None","TA","TA","BrkTil","NP",0,"GasA","TA","N","FuseA",0,0,2,0,3,2,"TA",7,"Typ",0,"NP","NP",0,0,"N",220,114,210,0,0,"NP","NP","NP",0,8,2008,"WD ","Normal",106250
"RL",9247,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1962,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",858,"GasA","Ex","Y","SBrkr",0,0,1,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",2,490,"Y",0,84,0,0,120,"NP","NP","NP",0,3,2008,"WD ","Normal",171000
"RL",10180,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,6,1968,"Gable","CompShg","HdBoard","None","TA","TA","CBlock","TA",912,"GasA","TA","Y","SBrkr",0,1,1,1,3,1,"TA",5,"Typ",1,"Fa","Attchd",2,372,"Y",200,48,0,0,0,"NP","GdWo","Shed",450,6,2008,"WD ","Normal",139000
"RL",11355,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,7,2001,"Gable","Tar&Grv","HdBoard","BrkFace","TA","TA","CBlock","TA",1312,"GasA","Ex","Y","SBrkr",0,0,1,1,3,1,"TA",6,"Typ",1,"Gd","Attchd",2,495,"Y",0,304,144,0,0,"NP","MnPrv","Othr",6500,4,2008,"WD ","Normal",186000
"RL",10920,"Pave","NP","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,"Hip","CompShg","MetalSd","BrkFace","TA","TA","CBlock","TA",1253,"GasA","TA","Y","SBrkr",1,0,1,1,2,1,"TA",5,"Typ",1,"Fa","Attchd",1,352,"Y",0,213,176,0,0,"NP","GdWo","NP",0,5,2008,"WD ","Normal",157000
"RL",12929,"Pave","NP","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1993,"Gable","CompShg","Wd Sdng","BrkFace","TA","TA","CBlock","TA",1081,"GasA","TA","Y","SBrkr",1,0,1,0,3,1,"TA",5,"Typ",0,"NP","CarPort",1,401,"Y",36,82,0,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",148000
"RL",27650,"Pave","NP","IR2","HLS","AllPub","Inside","Mod","NAmes","PosA","Norm","1Fam","1Story",7,7,2007,"Flat","Tar&Grv","Wd Sdng","None","TA","TA","CBlock","Gd",585,"GasA","Ex","Y","SBrkr",1,0,2,0,4,1,"Gd",9,"Typ",1,"Gd","Attchd",2,505,"Y",0,0,0,0,0,"NP","NP","NP",0,11,2008,"WD ","Normal",242000
"RL",8892,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1996,"Gable","CompShg","WdShing","None","Gd","TA","Stone","TA",105,"GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"Gd",5,"Typ",0,"NP","Attchd",2,414,"Y",196,0,150,0,0,"NP","GdWo","NP",0,10,2008,"WD ","Normal",116000
"RL",7200,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1951,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","Fa",876,"GasA","TA","Y","SBrkr",0,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",2,576,"Y",0,0,0,0,0,"NP","NP","NP",0,2,2008,"WD ","Abnorml",94000
"RL",7200,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,"Hip","CompShg","MetalSd","None","TA","TA","CBlock","NP",0,"GasA","Gd","Y","SBrkr",0,0,1,0,3,1,"TA",7,"Min1",0,"NP","Detchd",2,420,"Y",0,27,0,0,0,"NP","NP","NP",0,7,2008,"WD ","Normal",98300
"RL",7910,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,"Hip","CompShg","BrkFace","None","TA","TA","CBlock","TA",1075,"GasA","Gd","Y","SBrkr",0,0,2,0,4,1,"TA",7,"Maj1",0,"NP","Basment",1,404,"Y",0,0,0,0,0,"NP","GdWo","NP",0,8,2008,"WD ","Normal",127000
"RL",8000,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1959,"Gable","CompShg","BrkFace","None","TA","TA","PConc","TA",1256,"GasA","Gd","Y","FuseA",1,0,1,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",1,311,"Y",0,240,0,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",159000
"RL",8000,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1962,"Gable","CompShg","BrkFace","None","TA","TA","CBlock","TA",1027,"GasA","TA","Y","SBrkr",0,1,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,299,"Y",0,0,0,0,0,"NP","NP","NP",0,11,2008,"WD ","Normal",125900
"RL",7931,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,"Gable","CompShg","BrkFace","None","TA","TA","CBlock","TA",1269,"GasA","TA","Y","FuseA",0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Detchd",1,308,"Y",0,0,0,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",155000
"RL",8064,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,6,1950,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",768,"GasA","Ex","Y","SBrkr",0,0,2,0,3,1,"TA",5,"Typ",0,"NP","Detchd",2,576,"Y",108,0,0,0,0,"NP","GdWo","NP",0,9,2008,"WD ","Normal",138000
"RL",6390,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1.5Unf",6,7,1954,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",936,"GasA","TA","Y","FuseA",1,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,280,"Y",0,0,0,0,0,"NP","GdWo","NP",0,6,2008,"WD ","Normal",112500
"RL",7227,"Pave","NP","Reg","HLS","AllPub","Corner","Mod","NAmes","Artery","Norm","1Fam","1.5Unf",6,6,1954,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",832,"GasA","Gd","Y","SBrkr",0,0,1,0,2,1,"Gd",4,"Typ",0,"NP","Detchd",2,528,"Y",0,0,0,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",105500
"RL",7200,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",6,5,1954,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",854,"GasA","Fa","Y","FuseA",0,0,1,0,4,1,"TA",6,"Typ",0,"NP","Attchd",1,240,"Y",0,0,0,0,0,"NP","MnWw","NP",0,4,2008,"WD ","Normal",127500
"RL",8513,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","Duplex","1Story",5,5,1961,"Gable","CompShg","BrkFace","None","TA","TA","CBlock","TA",1800,"GasA","TA","N","SBrkr",0,0,2,0,6,2,"TA",10,"Typ",0,"NP","NP",0,0,"N",0,0,0,0,0,"NP","NP","NP",0,11,2008,"WD ","Abnorml",130000
"RL",7200,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",5,6,1967,"Gable","CompShg","MetalSd","None","TA","Gd","CBlock","TA",768,"GasA","Gd","Y","SBrkr",0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",2,480,"Y",0,0,0,0,0,"NP","NP","NP",0,3,2008,"WD ","Normal",150000
"RL",7200,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","TA",825,"GasA","TA","Y","FuseA",0,1,1,0,2,1,"TA",4,"Typ",0,"NP","Attchd",1,350,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2008,"WD ","Normal",109500
"RL",7056,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,5,1963,"Hip","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",780,"GasA","TA","Y","SBrkr",1,0,1,1,4,1,"TA",8,"Typ",1,"TA","Attchd",2,483,"Y",0,50,0,0,0,"NP","NP","NP",0,10,2008,"WD ","Normal",140000
"RL",9760,"Pave","NP","Reg","Lvl","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","2Story",6,6,1964,"Gable","CompShg","HdBoard","BrkFace","TA","TA","CBlock","TA",780,"GasA","TA","Y","SBrkr",1,0,1,1,4,1,"TA",7,"Typ",0,"NP","Attchd",2,442,"Y",328,128,0,0,189,"NP","NP","NP",0,6,2008,"WD ","Normal",167900
"RL",7590,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","1Story",5,5,1963,"Gable","CompShg","Wd Sdng","None","TA","TA","CBlock","TA",1117,"GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Attchd",1,264,"Y",0,0,0,0,0,"NP","NP","NP",0,5,2008,"COD","Normal",136870
"RM",9836,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",6,5,2008,"Gable","CompShg","VinylSd","None","TA","TA","PConc","TA",192,"GasA","Gd","N","SBrkr",1,0,1,0,3,1,"TA",7,"Typ",0,"NP","Detchd",1,308,"Y",0,175,0,0,0,"NP","NP","NP",0,12,2008,"WD ","Abnorml",143000
"RM",5232,"Pave","Grvl","IR3","Bnk","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1Story",5,5,2004,"Gable","CompShg","Wd Sdng","None","TA","TA","BrkTil","Fa",680,"GasA","Gd","N","FuseP",0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",2,504,"N",0,0,0,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",73000
"RM",10440,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,2002,"Gable","CompShg","MetalSd","None","TA","TA","PConc","TA",650,"GasA","Gd","Y","SBrkr",0,0,2,0,3,1,"Gd",8,"Typ",1,"Po","Detchd",2,686,"P",70,78,68,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",157500
"RM",9184,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,7,2005,"Gable","CompShg","WdShing","None","TA","TA","BrkTil","TA",780,"GasA","Ex","Y","SBrkr",0,0,1,0,3,1,"TA",6,"Typ",0,"NP","Detchd",2,400,"Y",0,0,0,0,0,"NP","NP","NP",0,7,2008,"WD ","Normal",122600
"RM",4800,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,5,2003,"Gable","CompShg","AsbShng","None","TA","TA","BrkTil","TA",680,"GasA","Fa","N","SBrkr",0,0,1,0,2,1,"TA",6,"Typ",0,"NP","Attchd",1,330,"Y",192,50,0,0,0,"NP","NP","NP",0,1,2008,"WD ","Normal",111000
"RM",10440,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1950,"Gable","CompShg","BrkFace","None","Gd","Gd","BrkTil","Gd",1510,"GasW","Ex","Y","SBrkr",0,0,2,0,5,1,"TA",8,"Mod",2,"TA","Detchd",2,520,"Y",0,547,0,0,480,"NP","MnPrv","Shed",1150,6,2008,"WD ","Normal",256000
"RM",4800,"Pave","NP","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,4,1950,"Gable","CompShg","MetalSd","None","TA","TA","CBlock","Fa",672,"GasA","TA","Y","SBrkr",0,0,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,256,"Y",0,0,0,0,0,"NP","MnPrv","NP",0,8,2008,"WD ","Normal",64000
"RM",6000,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,7,2005,"Gable","CompShg","Wd Sdng","None","Gd","TA","BrkTil","TA",728,"GasA","Gd","Y","SBrkr",0,0,1,1,4,1,"Gd",7,"Typ",0,"NP","Detchd",1,308,"N",0,0,248,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",139500
"RM",11426,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",4,6,1996,"Gable","CompShg","Wd Sdng","None","TA","TA","Stone","TA",828,"GasA","Gd","Y","FuseA",0,0,2,0,3,2,"TA",9,"Typ",0,"NP","NP",0,0,"N",0,172,109,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",118000
"RM",11426,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",7,5,2003,"Gable","CompShg","VinylSd","None","TA","TA","PConc","Gd",1362,"GasA","Ex","Y","SBrkr",0,0,2,1,3,1,"Gd",6,"Mod",0,"NP","Detchd",2,484,"N",280,238,0,0,0,"NP","NP","NP",0,6,2008,"WD ","Normal",200000
"RM",7628,"Pave","NP","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1985,"Gable","CompShg","MetalSd","None","TA","Gd","BrkTil","TA",801,"GasA","Gd","Y","FuseA",0,0,2,0,2,1,"TA",8,"Mod",0,"NP","Detchd",2,440,"Y",187,0,0,0,0,"NP","NP","NP",0,5,2008,"WD ","Normal",119164
